118, 607, 18, 2.632619439868204, 19.38107715756864, 0, 0
262, 161, 160, 195.30434782608697, 26.634877307225246, 200, 200
280, 622, 123, 25.008038585209004, 60.13704819498766, 0, 0
325, 647, 175, 41.81143740340031, 78.08156670619404, 0, 0
343, 569, 51, 6.46572934973638, 26.496993287740256, 0, 0
370, 630, 126, 10.146031746031746, 24.266986035292554, 0, 0
398, 620, 153, 30.135483870967743, 66.06566405252721, 0, 0
532, 639, 64, 4.400625978090766, 16.53485150106114, 0, 0
541, 349, 150, 81.36389684813754, 97.38560676146584, 0, 0
569, 623, 159, 28.879614767255216, 62.252965674939, 0, 0
578, 548, 233, 81.97445255474453, 97.65993472748993, 0, 0
631, 528, 142, 13.854166666666666, 31.147674010674216, 0, 0
668, 1180, 729, 105.11864406779661, 95.44035048058095, 200, 80
686, 570, 54, 11.466666666666667, 43.15744059096385, 0, 0
253, 628, 88, 7.547770700636943, 23.467268399049516, 0, 0
299, 464, 40, 11.547413793103448, 44.074118531696314, 0, 0
154, 580, 142, 35.105172413793106, 72.59783629912958, 0, 0
514, 604, 604, 198.99172185430464, 12.380218052278636, 200, 200
145, 1607, 1033, 127.38207840696951, 95.86240854167809, 200, 200
208, 1317, 278, 40.05922551252847, 79.31422748891912, 0, 0
596, 370, 4, 0.34324324324324323, 3.4809939975678352, 0, 0
712, 637, 123, 17.67503924646782, 49.717312859776456, 0, 0
271, 620, 123, 13.698387096774194, 39.75405433547929, 0, 0
352, 689, 209, 23.670537010159652, 49.11915271930679, 0, 0
307, 639, 95, 13.852895148669797, 43.35229220770115, 0, 0
316, 626, 163, 22.963258785942493, 51.575066339991764, 0, 0
406, 613, 48, 7.455138662316476, 32.54887193333255, 0, 0
730, 616, 6, 0.560064935064935, 5.937414059173332, 0, 0
