334, 1307, 171, 7.837796480489671, 24.53300032014805, 0, 0
389, 984, 881, 142.6107723577236, 79.87295505361638, 200, 200
497, 947, 947, 200, 0, 200, 200
523, 1268, 71, 2.9558359621451102, 16.43224130390071, 0, 0
604, 1460, 1459, 199.36301369863014, 9.999575427278863, 200, 200
613, 1380, 376, 13.702898550724637, 26.1598235546419, 0, 0
659, 994, 40, 6.015090543259557, 32.926428164498525, 0, 0
677, 1495, 120, 10.767892976588628, 42.46624832418105, 0, 0
695, 1450, 16, 0.2868965517241379, 2.7160634590223665, 0, 0
721, 1218, 303, 46.022167487684726, 83.2828503975649, 0, 0
749, 1298, 22, 2.1918335901386747, 19.561156783976767, 0, 0
758, 1263, 11, 0.6310372129849564, 8.895899370310529, 0, 0
244, 1462, 111, 10.294801641586867, 41.455363403540524, 0, 0
235, 1388, 27, 2.5043227665706054, 21.053708149559785, 0, 0
433, 775, 60, 14.061935483870968, 50.2995033272061, 0, 0
640, 1224, 184, 10.982026143790849, 37.99692114908493, 0, 0
172, 1084, 40, 2.367158671586716, 17.232346195323668, 0, 0
587, 1490, 89, 7.3577181208053695, 35.386365404460015, 0, 0
226, 707, 40, 2.314002828854314, 9.896943606326479, 0, 0
361, 1169, 63, 2.058169375534645, 9.20027357063725, 0, 0
442, 1465, 540, 62.69556313993174, 90.28817807314717, 0, 0
505, 1254, 78, 5.362041467304625, 28.278288304860904, 0, 0
703, 1520, 446, 41.23947368421052, 76.28885046313243, 0, 0
190, 2061, 137, 9.148471615720524, 38.79976695061981, 0, 0
424, 1195, 28, 1.505439330543933, 11.629953918836812, 0, 0
415, 1364, 219, 7.220674486803519, 18.561117578477692, 0, 0
127, 941, 78, 7.207226354941551, 32.128272909535866, 0, 0
136, 1493, 98, 11.536503683858005, 45.929831310954114, 0, 0
488, 514, 514, 198.33463035019454, 15.363585958411395, 200, 200
